name,slug,type,description,address,city,state,county,zip_code,phone,email,website,age_range_min,age_range_max,age_min_months,age_max_months,capacity,license_number,is_verified_by_gov,source,ages_served_raw,lat,lng
"BEGINNINGS NURSERY SCHOOL, INC.",beginnings-nursery-school-inc-new-york-9240,school,,130 EAST 16TH STREET,New York,NY,Manhattan,10003,+12122285679,,www.beginningsnursery.org,2,5,24.0,60,74,9240,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE JEWISH COMMUNITY PROJECT OF LOWER MANHATTAN,the-jewish-community-project-of-lower-manhattan-new-york-3000,school,,146 DUANE STREET,New York,NY,Manhattan,10013,+12123343522,,www.jcpdowntown.org,2,5,24.0,60,123,103000,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"HAMILTON MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-1709,school,,60 CATHERINE STREET,New York,NY,Manhattan,10038,+12129623408,,hmhonline.com,2,5,24.0,60,60,1709,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PRIMROSE OF MANHATTAN AT EAST 82ND STREET,primrose-of-manhattan-at-east-82nd-street-new-york-5771,school,,350 E 82ND ST,New York,NY,Manhattan,10028,+12124571778,,primroseuppereastside.com,2,5,24.0,60,39,105771,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
YORK AVENUE PRESCHOOL,york-avenue-preschool-new-york-6483,school,,1520 YORK AVENUE,New York,NY,Manhattan,10028,+12127340922,,www.yorkavenuepreschool.org,2,5,24.0,60,87,6483,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
INTERNATIONAL ACADEMY OF NEW YORK,international-academy-of-new-york-new-york-5049,school,,4 EAST   90 STREET,New York,NY,Manhattan,10128,+12126410260,,,2,5,24.0,60,80,105049,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,university-settlement-society-of-new-york-new-york-6100,daycare,,4 WASHINGTON SQUARE VILLAGE,New York,NY,Manhattan,10012,+12129822273,,www.universitysettlement.org,0,2,,24,6,56100,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
RENAISSANCE VILLAGE LLC.,renaissance-village-llc-new-york-7707,school,,220 CABRINI BOULEVARD,New York,NY,Manhattan,10033,+12129287855,,WWW.RENVILLAGE.COM,2,5,24.0,60,29,7707,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE JACK AND JILL SCHOOL AT ST. GEORGE'S CHURCH,the-jack-and-jill-school-at-st-george-s-church-new-york-5089,school,,209 EAST 16 STREET,New York,NY,Manhattan,10003,+12124750855,,WWW.THEJACKANDJILLSCHOOL.ORG,2,5,24.0,60,39,5089,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Global Community Charter School Pre-K,global-community-charter-school-pre-k-new-york-8155,school,,2350 5 AVENUE,New York,NY,Manhattan,10037,+16463602363,,www.globalcommunitycs.org,3,5,36.0,60,0,DC38155,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE WILLIAM WOODWARD JR. NURSERY SCHOOL,the-william-woodward-jr-nursery-school-new-york-3957,school,,435 EAST 70TH STREET,New York,NY,Manhattan,10021,+12127446611,,www.williamwoodwardns.org,2,5,24.0,60,45,53957,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EMANUEL CONGREGATION OF THE CITY OF NEW YORK,emanuel-congregation-of-the-city-of-new-york-new-york-2003,school,,10 EAST 66 STREET,New York,NY,Manhattan,10065,+12127441400,,emanuelnyc.org,2,5,24.0,60,113,2003,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
OVERSEA CHINESE MISSION,oversea-chinese-mission-new-york-4425,camp,,154 HESTER STREET,New York,NY,Manhattan,10013,+12122191472,,,0,16,,192,100,104425,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
NEW YORK KIDS CLUB,new-york-kids-club-new-york-5338,school,,601 AMSTERDAM AVENUE,New York,NY,Manhattan,10024,+12127214400,,www.nykidsclub.com,2,5,24.0,60,29,65338,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE CHILD CENTER OF NY, INC.",the-child-center-of-ny-inc-new-york-2257,school,,169 WEST 87TH STREET,New York,NY,Manhattan,10024,+12127992440,,www.childcenterny.org,2,5,24.0,60,52,52257,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CATHEDRAL CHURCH OF ST. JOHN THE DIVINE IN THE CITY AND DIOCESES OF NEW YORK,cathedral-church-of-st-john-the-divine-in-the-city-and-dioceses-of-new-york-new-york-7157,school,,1047 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123167530,,www.actprograms.org,2,5,24.0,60,29,7157,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHABAD-LUBAVITCH OF THE UPPER EAST SIDE, INC.",chabad-lubavitch-of-the-upper-east-side-inc-new-york-7608,school,,419 EAST 77TH STREET,New York,NY,Manhattan,10075,+12127174613,,www.chabaduppereastside.com,2,5,24.0,60,56,7608,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT EAST VILLAGE,bright-horizons-at-east-village-new-york-5145,daycare,,526 E 14TH ST,New York,NY,Manhattan,10009,+13322558506,,www.brighthorizons.com,0,2,,24,54,105145,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
METROPOLITAN MONTESSORI PRESCHOOL,metropolitan-montessori-preschool-new-york-5204,school,,325 WEST 85 STREET,New York,NY,Manhattan,10024,+12125795525,,,3,5,36.0,60,78,105204,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
POLO GROUNDS CORNER STONE,polo-grounds-corner-stone-new-york-3703,camp,,3005 8 AVENUE,New York,NY,Manhattan,10039,+16467010145,,palnyc.org,0,16,,192,200,103703,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
MT. CARMEL HOLY ROSARY PRESCHOOL,mt-carmel-holy-rosary-preschool-new-york-1413,school,,371 PLEASANT AVENUE,New York,NY,Manhattan,10035,+12128767555,,www.archny.org/education,3,5,36.0,60,0,DC1413,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"THE DAWNING VILLAGE, INC.",the-dawning-village-inc-new-york-6465,school,,2090 1 AVENUE,New York,NY,Manhattan,10029,+12123695313,,dawningvillage.org,2,5,24.0,60,105,6465,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE DAWNING VILLAGE, INC.",the-dawning-village-inc-new-york-6465,school,,2090 1 AVENUE,New York,NY,Manhattan,10029,+12123695313,,dawningvillage.org,2,5,24.0,60,105,6465,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-3899,school,,206 WEST 64 STREET,New York,NY,Manhattan,10023,+16464808262,,www.hudsonguild.org,2,5,24.0,60,48,73899,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Rella's Spielhaus,rella-s-spielhaus-new-york-5293,school,,50 WEST   97 STREET,New York,NY,Manhattan,10025,+19175896767,,,2,5,24.0,60,18,105293,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"VIVVI 6, LLC",vivvi-6-llc-new-york-5918,daycare,,620 W 42ND ST,New York,NY,Manhattan,10036,+16463439817,,www.vivvi.com,0,2,,24,36,105918,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"CITIZEN'S CARE DAY CARE CENTER, INC.",citizen-s-care-day-care-center-inc-new-york-4831,school,,3240 BROADWAY,New York,NY,Manhattan,10027,+12126900742,,,2,5,24.0,60,119,4831,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Community Life Center Inc.,community-life-center-inc-new-york-5453,school,,260 West 153rd Street,New York,NY,Manhattan,10039,+12124273000,,www.clcheadstart.webs.com,2,5,24.0,60,143,105453,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MANHATTAN DAY SCHOOL,manhattan-day-school-new-york-9539,school,,310 WEST 75TH STREET,New York,NY,Manhattan,10023,+12123766800,,www.mdsweb.org,2,5,24.0,60,52,29539,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NYU LANGONE HEALTH CHILD CARE CENTER,nyu-langone-health-child-care-center-new-york-4614,school,,1 PARK AVENUE,New York,NY,Manhattan,10016,+16467547004,,BRIGHTHORIZONS.COM/NYULANGONE,2,5,24.0,60,109,104614,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
LYCEUM KENNEDY,lyceum-kennedy-new-york-2794,school,,225 EAST 43 STREET,New York,NY,Manhattan,10017,+12126811877,,www.lyceumkennedy.com,2,5,24.0,60,96,DC2794,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT CITI 388 GREENWICH,bright-horizons-at-citi-388-greenwich-new-york-5474,daycare,,388 GREENWICH STREET,New York,NY,Manhattan,10013,+12128167700,,www.brighthorizons.com/citi388,0,2,,24,15,105474,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
CITY AND COUNTRY SCHOOL,city-and-country-school-new-york-2625,school,,146 WEST 13 STREET,New York,NY,Manhattan,10011,+12122427802,,www.Cityandcountry.org,3,5,36.0,60,0,DC2625,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-2983,daycare,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nyc.preschool.org,0,2,,24,24,72983,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
City College Child Development Center,city-college-child-development-center-new-york-5436,school,,119 Convent  Avenue,New York,NY,Manhattan,10031,+19149079390,,,2,5,24.0,60,44,105436,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHINESE - AMERICAN PLANNING COUNCIL, INC",chinese-american-planning-council-inc-new-york-5148,school,,175 DELANCEY STREET,New York,NY,Manhattan,10002,+16466783847,,,2,5,24.0,60,64,105148,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SUNSHINE DAYCARE,sunshine-daycare-new-york-6518,school,,1595 LEXINGTON  AVENUE,New York,NY,Manhattan,10029,+12124442026,,WWW.SUNSHINENEWYORK.COM,2,5,24.0,60,72,86518,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PERRY KIDS INC.,perry-kids-inc-new-york-3361,school,,55 BETHUNE STREET,New York,NY,Manhattan,10014,+12122551685,,,2,5,24.0,60,29,73361,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
City College Child Development Center,city-college-child-development-center-new-york-5436,school,,119 Convent  Avenue,New York,NY,Manhattan,10031,+19149079390,,,2,5,24.0,60,44,105436,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"UNION SETTLEMENT ASSOCIATION, INC.",union-settlement-association-inc-new-york-8118,school,,1829 LEXINGTON AVE,New York,NY,Manhattan,10029,+12128286072,,www.unionsettlement.org,2,5,24.0,60,95,28118,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"HOPSCOTCH MONTESSORI, INC.",hopscotch-montessori-inc-new-york-3607,school,,435 EAST 79TH STREET,New York,NY,Manhattan,10075,+12127741907,,www.hopscotchmontessori.com,2,5,24.0,60,52,103607,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIDGE COMMUNITY PLAYSCHOOL, INC",bridge-community-playschool-inc-new-york-3497,school,,250 EAST 61 STREET,New York,NY,Manhattan,10065,+16462810244,,WWW.BRIDGEPLAYSCHOOL.ORG,2,5,24.0,60,30,73497,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSH 1456 LLC,msh-1456-llc-new-york-4310,daycare,,1456 FIRST AVENUE,New York,NY,Manhattan,10021,+12128793495,,www.manhattanschoolhouse.com,0,2,,24,33,104310,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
Eisman Day Nursery,eisman-day-nursery-new-york-7907,school,,1794 FIRST AVENUE,New York,NY,Manhattan,10128,+12128769200,,www.scanny.org,2,5,24.0,60,60,7907,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE SHUANG WEN ACADEMY NETWORK (SWAN),the-shuang-wen-academy-network-swan-new-york-3939,school,,90-92 Bowery  Street,New York,NY,Manhattan,10013,+16469985786,,www.swan-nyc.org,2,5,24.0,60,47,103939,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
UPTOWN HARLEM GEMS,uptown-harlem-gems-new-york-7146,school,,381 LENOX AVENUE,New York,NY,Manhattan,10027,+16465395898,,,3,5,36.0,60,0,DC17146,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"THE RED BALLOON DAY CARE CENTER, INC.",the-red-balloon-day-care-center-inc-new-york-0724,school,,560 RIVERSIDE DRIVE,New York,NY,Manhattan,10027,+12126639006,,www.redballoonlearningcenter.org,2,5,24.0,60,45,0724,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Eisman Day Nursery,eisman-day-nursery-new-york-7907,school,,1794 FIRST AVENUE,New York,NY,Manhattan,10128,+12128769200,,www.scanny.org,2,5,24.0,60,60,7907,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Eisman Day Nursery,eisman-day-nursery-new-york-7907,school,,1794 FIRST AVENUE,New York,NY,Manhattan,10128,+12128769200,,www.scanny.org,2,5,24.0,60,60,7907,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENANIM  MANHATTAN, INC.",renanim-manhattan-inc-new-york-6482,school,,336 EAST 61 STREET,New York,NY,Manhattan,10065,+12127502266,,www.RenanimManhattanPreschool.com,2,5,24.0,60,38,6482,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE (SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4665,daycare,,25 Market Street,New York,NY,Manhattan,10002,+12125772710,,,0,2,,24,18,104665,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
NEW YORK CHILD RESOURCE CENTER INC.,new-york-child-resource-center-inc-new-york-0698,school,,4624 BROADWAY,New York,NY,Manhattan,10040,+12125691044,,,2,5,24.0,60,88,100698,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT WEST 53RD,bright-horizons-at-west-53rd-new-york-5480,daycare,,525 WEST   52 STREET,New York,NY,Manhattan,10019,+13322328005,,,0,2,,24,72,105480,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"NEW YORK CENTER FOR INFANTS AND TODDLERS, INC.",new-york-center-for-infants-and-toddlers-inc-new-york-8176,school,,1787 MADISON AVENUE,New York,NY,Manhattan,10035,+12122896100,,www.nycit.org,2,5,24.0,60,26,8176,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE S. A. M. ADVISORY COUNCIL, INC.",the-s-a-m-advisory-council-inc-new-york-8379,school,,1274 SECOND AVENUE,New York,NY,Manhattan,10065,+12122496391,,www.sephardicacademy.org,2,5,24.0,60,78,8379,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GERMAN SCHOOL MANHATTAN LLC,german-school-manhattan-llc-new-york-5655,school,,85 WARREN STREET,New York,NY,Manhattan,10007,+19173612921,,,3,5,36.0,60,0,105655,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
FIFTH AVENUE SYNAGOGUE,fifth-avenue-synagogue-new-york-5627,school,,5 EAST 62 STREET,New York,NY,Manhattan,10065,+12127508793,,,2,5,24.0,60,38,5627,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
WOODSIDE PRE-K PROGRAM,woodside-pre-k-program-new-york-1982,school,,140 RIVERSIDE BOULEVARD,New York,NY,Manhattan,10069,+12123626032,,,3,5,36.0,60,0,DC11982,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
REBECCA PRESCHOOL,rebecca-preschool-new-york-4834,school,,40 EAST 30TH STREET,New York,NY,Manhattan,10016,+12128104120,,www.rebeccaschool.org,2,5,24.0,60,0,DC14834,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHINATOWN  DAY CARE CENTER, INC.",chinatown-day-care-center-inc-new-york-4914,school,,35-37 1/2 DIVISION STREET,New York,NY,Manhattan,10002,+12124313845,,,2,5,24.0,60,160,4914,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK,university-settlement-society-of-new-york-new-york-6822,daycare,,184 ELDRIDGE STREET,New York,NY,Manhattan,10002,+12124534511,,www.universitysettlement.org,0,2,,24,8,6822,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
METROKIDS CRADLE ( SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4612,school,,1501 Lexington  Avenue,New York,NY,Manhattan,10029,+12129873700,,,2,5,24.0,60,83,104612,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-4727,school,,775 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,2,5,24.0,60,135,104727,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RELLA'S SPIELHAUS,rella-s-spielhaus-new-york-5127,daycare,,"50 West 97 Street, Suite 1D",New York,NY,Manhattan,10025,+16468376777,,RELLASSPIELHAUS.COM,0,2,,24,20,105127,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
METROKIDS CRADLE ( SOUTH END) INC.,metrokids-cradle-south-end-inc-new-york-4868,school,,101 West End Avenue,New York,NY,Manhattan,10069,+12123620135,,,2,5,24.0,60,205,104868,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTER,bright-horizons-children-s-center-new-york-7648,school,,888 MAIN STREET,New York,NY,Manhattan,10044,+12127505301,,www.brighthorizons.com/octagon,2,5,24.0,60,32,7648,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE BUCKLEY PRESCHOOL,the-buckley-preschool-new-york-1076,school,,113-210 EAST 73RD STREET,New York,NY,Manhattan,10021,+12125358787,,,3,5,36.0,60,50,DC11076,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"OPEN DOOR ASSOCIATES, INC.",open-door-associates-inc-new-york-1383,school,,820 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+12127495572,,,2,5,24.0,60,85,1383,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CORLEARS SCHOOL,corlears-school-new-york-2599,school,,324 WEST 15 STREET,New York,NY,Manhattan,10011,+12127412800,,www.corlearsschool.org,3,5,36.0,60,85,DC2599,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,the-montessori-family-school-of-manhattan-new-york-5645,school,,308 WEST 46 STREET,New York,NY,Manhattan,10036,+12126885950,,,2,5,24.0,60,28,5645,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PRIMROSE OF MANHATTAN AT EAST 82ND STREET,primrose-of-manhattan-at-east-82nd-street-new-york-5772,daycare,,350 E 82ND ST,New York,NY,Manhattan,10028,+12124571778,,primroseuppereastside.com,0,2,,24,66,105772,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ASSOCIATION TO BENEFIT CHILDREN,association-to-benefit-children-new-york-6390,school,,419 EAST 86TH STREET,New York,NY,Manhattan,10028,+12128453821,,www.a-b-c.org,2,5,24.0,60,120,6390,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"UNION SETTLEMENT ASSOCIATION, INC.",union-settlement-association-inc-new-york-1460,school,,1565 MADISON AVENUE,New York,NY,Manhattan,10029,+12128286078,,www.unionsettlement.org,2,5,24.0,60,91,1460,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
SUNSHINE LC OF 3RD AVE LLC,sunshine-lc-of-3rd-ave-llc-new-york-1438,daycare,,2205 THIRD AVENUE,New York,NY,Manhattan,10035,+16467573168,,www.sunshinenewyork.com,0,2,,24,55,91438,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,all-my-children-daycare-and-nursery-school-new-york-5573,daycare,,622 Amsterdam Ave,New York,NY,Manhattan,10024,+19175466220,,allmychildrendaycare.com,0,2,,24,28,105573,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
KINDERCARE EDUCATION,kindercare-education-new-york-5027,daycare,,808 Columbus Avenue,New York,NY,Manhattan,10025,+12128651498,,,0,2,,24,62,105027,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS  LLC,bright-horizons-children-s-centers-llc-new-york-2661,daycare,,129 HUDSON STREET,New York,NY,Manhattan,10013,+12122267465,,BRIGHTHORIZONS.COM/TRIBECA,0,2,,24,46,92661,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"EAST HARLEM COUNCIL FOR HUMAN SERVICES, INC.",east-harlem-council-for-human-services-inc-new-york-4529,school,,440 EAST 116 STREET,New York,NY,Manhattan,10029,+12124279010,,,2,5,24.0,60,160,4529,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RISE UP,rise-up-new-york-6497,daycare,,1595 LEXINGTON  AVENUE,New York,NY,Manhattan,10029,+12124442026,,WWW.SUNSHINENEWYORK.COM,0,2,,24,37,86497,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BRIGHT HORIZONS AT EAST 64th,bright-horizons-at-east-64th-new-york-5290,daycare,,301 EAST   64 STREET,New York,NY,Manhattan,10065,+13323222429,,www.brighthorizons.com/east64th,0,2,,24,36,105290,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"VILLAGE INFANT CENTER, INC.",village-infant-center-inc-new-york-7733,school,,134-136 WEST 10TH STREET,New York,NY,Manhattan,10014,+12126451238,,www.villagepreschoolcenter.com,2,5,24.0,60,83,7733,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RESURRECTION EPISCOPAL DAY SCHOOL,resurrection-episcopal-day-school-new-york-5839,school,,119 EAST 74 STREET,New York,NY,Manhattan,10021,+12125359666,,www.redsny.org,2,5,24.0,60,100,5839,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS,  INC.",bright-horizons-children-s-centers-inc-new-york-7102,daycare,,4 TIMES SQUARE,New York,NY,Manhattan,10036,+12128403336,,WWW.BRIGHTHORIZONS.COM/timessquare,0,2,,24,14,7102,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
NEW YORK KIDS CLUB,new-york-kids-club-new-york-3837,school,,219 EAST 67TH STREET,New York,NY,Manhattan,10065,+12129916700,,www.nykidsclub.com,2,5,24.0,60,19,63837,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FIFTH AVENUE SYNAGOGUE,fifth-avenue-synagogue-new-york-5627,school,,5 EAST 62 STREET,New York,NY,Manhattan,10065,+12127508793,,,2,5,24.0,60,38,5627,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-4719,school,,441 WEST 26 STREET,New York,NY,Manhattan,10001,+12127609830,,www.hudsonguild.org,2,5,24.0,60,22,4719,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HUDSONWAY IMMERSION SCHOOL,hudsonway-immersion-school-new-york-5051,school,,525 WEST   52 STREET,New York,NY,Manhattan,10019,+12127878088,,,2,5,24.0,60,116,105051,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HUDSONWAY IMMERSION SCHOOL,hudsonway-immersion-school-new-york-5051,school,,525 WEST   52 STREET,New York,NY,Manhattan,10019,+12127878088,,,2,5,24.0,60,116,105051,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HUDSONWAY IMMERSION SCHOOL,hudsonway-immersion-school-new-york-5051,school,,525 WEST   52 STREET,New York,NY,Manhattan,10019,+12127878088,,,2,5,24.0,60,116,105051,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ST. HILDA'S,st-hilda-s-new-york-2572,school,,619 WEST 114 STREET,New York,NY,Manhattan,10025,+12129321980,,www.sthildas.org,3,5,36.0,60,382,DC2572,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS  LLC,bright-horizons-children-s-centers-llc-new-york-7978,school,,20 PINE STREET,New York,NY,Manhattan,10005,+12125091580,,www.brighthorizons.com,2,5,24.0,60,91,7978,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
COLUMBIA UNIVERSITY LITTLE LIONS CAMP,columbia-university-little-lions-camp-new-york-4045,camp,,3030 Broadway,New York,NY,Manhattan,10027,+12128542233,,perec.columbia.edu/littlelionscamp,0,16,,192,100,34045,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
THE BANK STREET COLLEGE OF EDUCATION,the-bank-street-college-of-education-new-york-5798,daycare,,610 WEST 112 STREET,New York,NY,Manhattan,10025,+12128754412,,www.bankstreet.edu,0,2,,24,20,5798,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-3899,school,,206 WEST 64 STREET,New York,NY,Manhattan,10023,+16464808262,,www.hudsonguild.org,2,5,24.0,60,48,73899,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT WEST 63RD,bright-horizons-at-west-63rd-new-york-4312,school,,400 West 63 street,New York,NY,Manhattan,10069,+16462573420,,www.brighthorizons.com,2,5,24.0,60,55,104312,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Star A Kidz,star-a-kidz-new-york-5633,school,,345 West 42nd Street,New York,NY,Manhattan,10036,+12129742222,,,2,5,24.0,60,47,105633,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC.",lutheran-social-services-of-metropolitan-new-york-inc-new-york-2878,school,,1951 PARK AVENUE,New York,NY,Manhattan,10037,+12129331815,,www.lssny.org,2,5,24.0,60,126,72878,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHINESE-AMERICAN PLANNING COUNCIL, INC.",chinese-american-planning-council-inc-new-york-6418,daycare,,108 AVENUE D,New York,NY,Manhattan,10009,+12125339138,,,0,2,,24,10,6418,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4899,daycare,,30 WEST 68TH STREET,New York,NY,Manhattan,10023,+12128774050,,ecc.swfs.org,0,2,,24,20,4899,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4899,daycare,,30 WEST 68TH STREET,New York,NY,Manhattan,10023,+12128774050,,ecc.swfs.org,0,2,,24,20,4899,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
STEPHEN WISE FREE SYNAGOGUE,stephen-wise-free-synagogue-new-york-4899,daycare,,30 WEST 68TH STREET,New York,NY,Manhattan,10023,+12128774050,,ecc.swfs.org,0,2,,24,20,4899,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
DREAM CHARTER SCHOOL,dream-charter-school-new-york-3115,school,,433 EAST 100 STREET,New York,NY,Manhattan,10029,+16465180739,,,2,5,24.0,60,0,DC33115,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
DREAM CHARTER SCHOOL,dream-charter-school-new-york-3115,school,,433 EAST 100 STREET,New York,NY,Manhattan,10029,+16465180739,,,2,5,24.0,60,0,DC33115,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
