centername,legalname,building,street,borough,zipcode,phone,permitnumber,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,url,datepermitted,actual,violationratepercent,violationavgratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,averagepublichealthhazardiolationrate,criticalviolationrate,avgcriticalviolationrate,inspectiondate,regulationsummary,violationstatus,inspectionsummaryresult,violationcategory,healthcodesubsection
"UNION SETTLEMENT ASSOCIATION, INC.","UNION SETTLEMENT ASSOCIATION,INC.",1565,MADISON AVENUE,MANHATTAN,10029,212-828-6078,1460,2024-06-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,91,DC1320,PRESCHOOL,GDC,Child Care - Pre School,1078840,www.unionsettlement.org,2002-10-28T00:00:00.000,N,16.6667,21.905,11,11.9769,16.6667,6.1285,0,18.9541,2020-10-14T00:00:00.000,Services fail to install interior fire alarms and/or sprinklers where required.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,PUBLIC HEALTH HAZARD,47.59(c)
"THE EDUCATIONAL ALLIANCE, INC.","THE EDUCATIONAL ALLIANCE, INC.",197,EAST BROADWAY,MANHATTAN,10002,646-395-4233,6531,2024-10-06T00:00:00.000,Permitted,0 YEARS - 2 YEARS,66,DC12262,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1003704,www.edalliance.org,2006-10-06T00:00:00.000,N,0,17.4391,20,8.4034,0,4.9984,0,15.3835,2022-01-10T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"T.R. LITTLE PEOPLE, LTD.","T.R. LITTLE PEOPLE, LTD.",129,EAST 90 STREET,MANHATTAN,10128,212-860-8118,6724,2023-05-09T00:00:00.000,Permitted,0 YEARS - 2 YEARS,27,DC1388,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1048252,www.thehouseoflittlepeople.org,2005-04-12T00:00:00.000,N,40,17.4391,7,8.4034,20,4.9984,40,15.3835,2023-03-29T00:00:00.000,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.37(b)(1)
"LENOX HILL NEIGHBORHOOD HOUSE, INC.","LENOX HILL NEIGHBORHOOD HOUSE, INC.'",331,EAST 70 STREET,MANHATTAN,10021,212-744-5022,2056,2024-05-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,141,DC3059,PRESCHOOL,GDC,Child Care - Pre School,1044838,www.lenoxhill.org,2003-05-20T00:00:00.000,N,25,21.905,23,11.9769,25,6.1285,25,18.9541,2021-10-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
ECOLE INTERNATIONAL PRESCHOOL,ECOLE INTERNATIONALE DE NEW YORK dba THE ECOLE,206,5 AVENUE,MANHATTAN,10010,646-766-1835,,2115-01-23T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC33838,PRESCHOOL,SBCC,School Based Child Care,1015621,,,,33.3333,45.1817,13,8.0094,0,23.3017,33.3333,35.2291,2021-11-17T00:00:00.000,Adequately stocked first aid kit Not provided or maintained at the time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,43.21(c)
NY KIDS CLUB,PNW ENTERPRISES LLC,395,SOUTH  END AVE,MANHATTAN,10280,917-746-1274,104992,2022-09-15T00:00:00.000,Expired-In Renewal,0 YEARS - 16 YEARS,29,DC38476,ALL AGE CAMP,Camp,Camp,1083377,,2019-08-06T11:06:38.000,Y,0,26.8868,0,1,0,14.2558,0,21.8553,2021-07-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,134,DUANE STREET,MANHATTAN,10013,212-406-7271,7297,2025-01-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,84,DC14276,PRESCHOOL,GDC,Child Care - Pre School,1075669,www.washingtonmarketschool.org,2004-09-29T00:00:00.000,N,0,21.905,17,11.9769,0,6.1285,0,18.9541,2021-06-01T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",435,EAST 70 STREET,MANHATTAN,10021,212-746-6543,7267,2024-10-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,51,DC11087,PRESCHOOL,GDC,Child Care - Pre School,1045818,www.brighthorizons.com,2004-02-07T00:00:00.000,N,25,21.905,10,11.9769,0,6.1285,25,18.9541,2021-07-21T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.33(b)
EAST HARLEM SCHOLARS ACADEMY PRESCHOOL,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL I I,1573,Madison Avenue,MANHATTAN,10029,212-348-2518,,2116-09-20T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC32953,PRESCHOOL,SBCC,School Based Child Care,1051515,,,,100,45.1817,3,8.0094,0,23.3017,100,35.2291,2022-01-27T00:00:00.000,"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap",CORRECTED,Initial Annual Inspection - Reinspection Required,GENERAL,43.11(c)(1)
LA MATERNELLE LLC,LA MATERNELLE LLC,80,Riverside  Boulevard,MANHATTAN,10069,212-957-1234,105238,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,35,DC39119,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087720,www.lamaternellenyc.com,2020-09-10T09:45:40.000,Y,66.6667,17.4391,9,8.4034,16.6667,4.9984,66.6667,15.3835,2021-11-10T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.33(b)
LA MATERNELLE LLC,LA MATERNELLE LLC,80,Riverside  Boulevard,MANHATTAN,10069,212-957-1234,105238,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,35,DC39119,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087720,www.lamaternellenyc.com,2020-09-10T09:45:40.000,Y,66.6667,17.4391,9,8.4034,16.6667,4.9984,66.6667,15.3835,2021-11-10T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.33(b)
"PLAYGARDEN ASSOCIATES, LLC","PLAYGARDEN ASSOCIATES, LLC",95,FRANKLIN  STREET,MANHATTAN,10013,212-965-9717,104392,2024-05-14T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC34282,PRESCHOOL,GDC,Child Care - Pre School,1001895,PLAYGARDENNYC.COM,2018-05-14T13:00:02.000,Y,16.6667,21.905,5,11.9769,0,6.1285,16.6667,18.9541,2020-11-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BANK STREET SUMMER CAMP,BANK STREET SCHOOL FOR CHILDREN,610,WEST 112 STREET,MANHATTAN,10025,212-875-4705,34219,2022-09-15T00:00:00.000,Expired-In Renewal,0 YEARS - 16 YEARS,500,DC23378,ALL AGE CAMP,Camp,Camp,1057331,www.bankstreet.edu/camp,2013-05-29T00:00:00.000,N,0,26.8868,0,1,0,14.2558,0,21.8553,2022-06-30T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.","CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC",125,WEST 109 STREET,MANHATTAN,10025,212-749-0291,4675,2023-02-09T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,45,DC14403,PRESCHOOL,GDC,Child Care - Pre School,1079468,www.cathedralparkwaytowerspreschool.org,2005-01-26T00:00:00.000,N,40,21.905,6,11.9769,0,6.1285,40,18.9541,2022-06-07T00:00:00.000,Child care service Not free of pests or maintains pest harborage conditions at time of inspection.,CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required; Fines pending,CRITICAL,47.51(a)
FT. GEORGE HEAD START  CENTER 1,"FORT GEORGE COMMUNITY SERVICES, INC.",1525,ST NICHOLAS AVENUE,MANHATTAN,10033,212-927-2210,4851,2023-06-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,135,DC3040,PRESCHOOL,GDC,Child Care - Pre School,1063981,WWW.fortgeorgecenter.org,2005-02-05T00:00:00.000,N,25,21.905,20,11.9769,25,6.1285,25,18.9541,2022-11-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
NY KIDS CLUB,"PNW ENTERPRISES, LLC",88,LEONARD STREET,MANHATTAN,10013,917-363-8153,73437,2024-09-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC25173,PRESCHOOL,GDC,Child Care - Pre School,1087082,www.nykidsclub.com,2014-09-17T00:00:00.000,Y,20,21.905,8,11.9769,0,6.1285,20,18.9541,2022-10-04T00:00:00.000,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.37(b)(1)
BRIGHT HORIZONS CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",18,EAST 48TH STREET,MANHATTAN,10017,212-644-3206,6866,2024-07-16T00:00:00.000,Permitted,2 YEARS - 5 YEARS,23,DC14468,PRESCHOOL,GDC,Child Care - Pre School,1035422,,2004-07-16T00:00:00.000,N,0,21.905,5,11.9769,0,6.1285,0,18.9541,2022-10-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"RIVERSIDE MONTESSORI, INC.","RIVERSIDE MONTESSORI, INC.",202,RIVERSIDE DRIVE,MANHATTAN,10025,212-665-1600,6583,2023-10-24T00:00:00.000,Permitted,,138,DC3072,PRESCHOOL,GDC,Child Care - Pre School,1034114,,2003-08-07T00:00:00.000,N,20,21.905,15,11.9769,0,6.1285,20,18.9541,2023-02-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
CAMP CHELSEA RECREATION CENTER,NYC DEPARTMENT OF PARKS AND RECREATION,430,WEST 25TH ST.,MANHATTAN,10001,212-255-3705,33912,2022-09-15T00:00:00.000,Expired-In Renewal,0 YEARS - 16 YEARS,50,DC23618,ALL AGE CAMP,Camp,Camp,1012811,www.nyc.gov/parks,2013-06-04T00:00:00.000,N,0,26.8868,0,1,0,14.2558,0,21.8553,2022-08-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732,10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2022-10-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,64,DC24718,PRESCHOOL,GDC,Child Care - Pre School,1080030,fochdaycare.org,2012-10-25T00:00:00.000,Y,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2022-02-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
ROOSEVELT ISLAND DAY NURSERY,ROOSEVELT ISLAND DAY NURSERY,405,MAIN STREET,MANHATTAN,10044,212-935-3747,8325,2022-09-24T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,15,DC19143,PRESCHOOL,GDC,Child Care - Pre School,1087314,www.ridn.org,2010-09-24T00:00:00.000,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,2020-10-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
DREAM CHARTER SCHOOL,DREAM CHARTER SCHOOL,433,EAST 100 STREET,MANHATTAN,10029,646-518-0739,,2115-01-23T00:00:00.000,Active,2 YEARS - 5 YEARS,0,DC33115,PRESCHOOL,SBCC,School Based Child Care,1083933,,,,100,45.1817,2,8.0094,50,23.3017,50,35.2291,2022-02-03T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Compliance Inspection of Open Violations - Reinspection Required,,
"BRIGHT HORIZONS CHILDREN'S CENTER, INC.","BRIGHT HORIZONS CHILDREN'S CENTER, INC.",125,BROAD STREET,MANHATTAN,10004,212-487-9035,6216,2023-07-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,15,DC14816,PRESCHOOL,GDC,Child Care - Pre School,1000006,WWW.BRIGHTHORIZONS.COM,2005-05-20T00:00:00.000,N,0,21.905,7,11.9769,0,6.1285,0,18.9541,2022-05-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677,LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8306,2023-06-17T00:00:00.000,Permitted,0 YEARS - 2 YEARS,58,DC21692,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088165,www.friendsandfamilydaycare.com,2011-06-17T00:00:00.000,Y,0,17.4391,11,8.4034,0,4.9984,0,15.3835,2021-04-29T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BRIGHT HORIZONS  CHILDREN'S CENTERS, LLC","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",409,EAST 60TH STREET,MANHATTAN,10022,212-750-4534,51198,2023-08-27T00:00:00.000,Permitted,2 YEARS - 5 YEARS,24,DC25326,PRESCHOOL,GDC,Child Care - Pre School,1045274,www.brighthorizons.com,2013-08-27T00:00:00.000,Y,25,21.905,8,11.9769,0,6.1285,25,18.9541,2021-09-10T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
"GRAND STREET SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",300,DELANCEY STREET,MANHATTAN,10002,212-228-8240,5569,2023-07-02T00:00:00.000,Permitted,,87,DC1275,PRESCHOOL,GDC,Child Care - Pre School,1078037,,2003-01-03T00:00:00.000,N,20,21.905,11,11.9769,0,6.1285,20,18.9541,2022-03-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"TRIBECA NURSERY CENTER, INC.","TRIBECA NURSERY CENTER, INC.",40,WORTH STREET,MANHATTAN,10013,212-374-1489,5820,2024-07-15T00:00:00.000,Permitted,,56,DC14187,PRESCHOOL,GDC,Child Care - Pre School,1001622,www.bucklemyshoe.org,2004-07-15T00:00:00.000,N,25,21.905,7,11.9769,0,6.1285,25,18.9541,2021-05-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"GSUC CHILD DEVELOPMENT AND LEARNING CENTER, INC.","GSUC CHILD DEVELOPMENT AND LEARNING CENTER, INC.",365,FIFTH AVENUE,MANHATTAN,10016,212-817-7032,6917,2023-04-29T00:00:00.000,Permitted,2 YEARS - 5 YEARS,27,DC3074,PRESCHOOL,GDC,Child Care - Pre School,1017097,,2005-04-29T00:00:00.000,N,0,21.905,6,11.9769,0,6.1285,0,18.9541,2022-03-01T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,1395,LEXINGTON AVENUE,MANHATTAN,10128,212-415-5532,1940,2024-06-13T00:00:00.000,Permitted,2 YEARS - 5 YEARS,171,DC2408,PRESCHOOL,GDC,Child Care - Pre School,1048310,www.92NY.ORG,2004-04-29T00:00:00.000,N,25,21.905,33,11.9769,0,6.1285,25,18.9541,2020-09-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
NY KIDS CLUB,PNW Enterprises LLC NY Kids Club,21,WEST END AVE,MANHATTAN,10023,917-363-8153,105272,2023-01-06T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,37,DC39934,PRESCHOOL,GDC,Child Care - Pre School,1088870,,2021-01-06T12:36:08.000,Y,66.6667,21.905,2,11.9769,0,6.1285,66.6667,18.9541,2022-12-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,,
THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,666,West End Avenue,MANHATTAN,10025,212-595-4900,104592,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,72,DC34868,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1033609,WWW.GODDARDSCHOOL.COM,2018-09-10T16:57:32.000,Y,16.6667,17.4391,19,8.4034,0,4.9984,16.6667,15.3835,2023-03-15T00:00:00.000,All staff with potential for unsupervised contact with children including volunteers have Not been cleared,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.19(a)
THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,666,West End Avenue,MANHATTAN,10025,212-595-4900,104592,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,72,DC34868,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1033609,WWW.GODDARDSCHOOL.COM,2018-09-10T16:57:32.000,Y,16.6667,17.4391,19,8.4034,0,4.9984,16.6667,15.3835,2023-03-15T00:00:00.000,All staff with potential for unsupervised contact with children including volunteers have Not been cleared,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.19(a)
THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,666,West End Avenue,MANHATTAN,10025,212-595-4900,104592,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,72,DC34868,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1033609,WWW.GODDARDSCHOOL.COM,2018-09-10T16:57:32.000,Y,16.6667,17.4391,19,8.4034,0,4.9984,16.6667,15.3835,2023-03-15T00:00:00.000,All staff with potential for unsupervised contact with children including volunteers have Not been cleared,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.19(a)
THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,666,West End Avenue,MANHATTAN,10025,212-595-4900,104592,2022-09-10T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,72,DC34868,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1033609,WWW.GODDARDSCHOOL.COM,2018-09-10T16:57:32.000,Y,16.6667,17.4391,19,8.4034,0,4.9984,16.6667,15.3835,2023-03-15T00:00:00.000,All staff with potential for unsupervised contact with children including volunteers have Not been cleared,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.19(a)
INTERNATIONAL ACADEMY OF NEW YORK,International Academy of New York,4,EAST   90 STREET,MANHATTAN,10128,212-641-0260,105049,2023-09-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,80,DC38100,PRESCHOOL,GDC,Child Care - Pre School,1046979,,2019-09-19T13:02:42.000,Y,75,21.905,4,11.9769,25,6.1285,75,18.9541,2022-03-08T00:00:00.000,"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building",CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,131.09(c)
"UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION, INC.","UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION,INC.",474,WEST 159 STREET,MANHATTAN,10032,212-281-1959,4241,2024-11-14T00:00:00.000,Permitted,,124,DC1321,PRESCHOOL,GDC,Child Care - Pre School,1062503,,2004-07-16T00:00:00.000,N,20,21.905,6,11.9769,0,6.1285,20,18.9541,2022-12-19T00:00:00.000,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.45(b)
BANK STREET COLLEGE FAMILY CENTER,BANK STREET COLLEGE FAMILY CENTER,610,WEST 112 STREET,MANHATTAN,10025,212-875-4412,5728,2022-10-31T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,50,DC2207,PRESCHOOL,GDC,Child Care - Pre School,1057331,www.bankstreet.edu,2004-10-07T00:00:00.000,N,33.3333,21.905,4,11.9769,0,6.1285,33.3333,18.9541,2022-07-08T00:00:00.000,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.37(b)(1)
THE FIRST PRESBYTERIAN CHURCH IN THE CITY OF N.Y.,THE FIRST PRESBYTERIAN CHURCH IN THE CITY OF N.Y.,12,WEST 12 STREET,MANHATTAN,10011,212-691-3432,1957,2024-03-21T00:00:00.000,Permitted,,93,DC2422,PRESCHOOL,GDC,Child Care - Pre School,1083138,WWW.FPCNS.ORG,2004-02-21T00:00:00.000,N,16.6667,21.905,10,11.9769,0,6.1285,16.6667,18.9541,2022-12-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
TRINITY DAY CAMP,TRINITY EPISCOPAL SCHOOL CORP.,101,West 91 Street,MANHATTAN,10024,631-807-7288,34167,2022-09-15T00:00:00.000,Expired-In Renewal,0 YEARS - 16 YEARS,300,DC23364,ALL AGE CAMP,Camp,Camp,1032499,www.trinityschoolnyc.org,2013-06-04T00:00:00.000,N,100,26.8868,0,1,0,14.2558,100,21.8553,2021-07-20T00:00:00.000,Fire drills are Not conducted within first 48 hours of session and periodically thereafter; Drill log Not maintained and available for inspection,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,48.15(b)(5)
